LOCAL_WELL,OWNERS_NAM,WATER_LEVE,AQUIFER_NA,WELL_STATU
7466Z,SOUTHLAND CORP,11,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7467Z,EXXON CO USA,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7469Z,CHEVRON,11.23,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
5933Z,RACETRAC PETRO,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8098Z,EXXON CHEMICAL,10.45,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8099Z,EXXON CHEMICAL,14.45,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8170Z,MOTIVA ENTERPRI,3.62,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
8171Z,"PICOU, ED",0,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
8172Z,"PICOU, ED",0,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
8173Z,STAR ENTERPRISE,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7977Z,WHITNEY BANK,7.79,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7978Z,WHITNEY BANK,7.23,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7979Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
7088Z,DIXIFOODS,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8355Z,SOUTHLAND CORP,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8356Z,SOUTHLAND CORP,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8357Z,SOUTHLAND CORP,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8255Z,"MIDDENDORF, M",20,SHALLOW SANDS OF BATON ROUGE AREA,Active
8258Z,EXXON CO USA,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
8441Z,MOTIVA SERVICES,8.26,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6063Z,"BABIN, C R",0,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
6077Z,LA ELECTRIC CO,0,[NO WELL MADE],Active
8100Z,EXXON CHEMICAL,9.3,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
8101Z,EXXON CHEMICAL,9.03,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8102Z,EXXON CHEMICAL,7.24,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8103Z,EXXON CHEMICAL,9.88,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8104Z,EXXON CHEMICAL,14.55,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8105Z,EXXON CHEMICAL,9.76,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
8112Z,SNL DISTRIBUTOR,4.1,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7089Z,DIXIFOODS,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7090Z,EXXON CO USA,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6247Z,TEXACO,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Destroyed
6248Z,EXXON CO USA,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
6249Z,CHEVRON,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6250Z,CHEVRON,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
6251Z,CHEVRON,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
6252Z,CHEVRON,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
6400Z,CHEVRON,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
6401Z,"ARLEDGE, DANNY",0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6403Z,TIGER BEND UTIL,0,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
6407Z,"WEBB, ALLEN",20,400-FOOT SAND OF BATON ROUGE AREA,Active
6411Z,SPEEDWAY SUPER,4.2,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6412Z,SPEEDWAY SUPER,3.27,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7145Z,MAPCO PETRO,3.8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8447Z,CHEVRON PRODUCT,6.1,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8448Z,CHEVRON PRODUCT,5.9,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8449Z,CHEVRON PRODUCT,4.6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7905Z,CONSTRUCT MATER,0,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
6932Z,STAR ENTERPRISE,2,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6239Z,CHEVRON,7.81,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6240Z,BEARD OIL,60,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
6241Z,CHEVRON,11.6,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6242Z,CHEVRON,8.1,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6243Z,CHEVRON,8.7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6244Z,CHEVRON,10.1,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7146Z,MAPCO PETRO,4.48,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7147Z,MAPCO PETRO,4.25,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7148Z,MAPCO PETRO,4.51,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7149Z,MAPCO PETRO,4.32,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7150Z,MAPCO PETRO,4.03,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7151Z,MAPCO PETRO,3.92,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7155Z,STAR ENTERPRISE,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7156Z,STAR ENTERPRISE,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7157Z,"CHOI, GENE",0,[UNKNOWN],Abandoned
7158Z,STAR ENTERPRISE,4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6118Z,CHEVRON,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6119Z,CHEVRON,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6120Z,CHEVRON,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6121Z,CHEVRON,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6122Z,CHEVRON,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8195Z,"LEVY, NATHAN",25,400-FOOT SAND OF BATON ROUGE AREA,Active
8207Z,MOTIVA ENTERPRI,9.57,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8313Z,CIRCLE K,8.42,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8019Z,STAR ENTERPRISE,19.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8020Z,STAR ENTERPRISE,14.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8024Z,PEARSON TECH,20,400-FOOT SAND OF BATON ROUGE AREA,Active
8027Z,TEXACO,1.1,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8028Z,TEXACO,2.9,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6329Z,CHEVRON,10.45,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6330Z,CHEVRON,9.95,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6331Z,CHEVRON,10.46,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6332Z,CHEVRON,10.56,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7470Z,CHEVRON,9.15,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7471Z,CHEVRON,8.85,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7473Z,CHEVRON,3.51,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7091Z,EXXON CO USA,3.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7092Z,EXXON CO USA,4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6917Z,LA INVESTMENTS,8,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6918Z,LA INVESTMENTS,9,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6055Z,TOTS & TODDLER,0,[NO WELL MADE],Active
6056Z,"JORDAN, ROY",0,[NO WELL MADE],Active
6057Z,"JORDAN, ROY",0,[NO WELL MADE],Active
6209Z,CHEVRON,0.55,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6163Z,CHEVRON,4.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6164Z,CHEVRON,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6165Z,CHEVRON,2.2,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8113Z,SNL DISTRIBUTOR,10.2,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8114Z,SNL DISTRIBUTOR,3.3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8115Z,"JOLISAINT, GEO",6,SHALLOW SANDS OF BATON ROUGE AREA,Active
8117Z,K MART,10.2,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8118Z,K MART,12.76,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6392Z,"ADAM, ELEONOR P",6.3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6413Z,SPEEDWAY SUPER,3.59,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6497Z,STAR ENTERPRISE,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6498Z,STAR ENTERPRISE,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8386Z,BOONE SERVICES,0,1200-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
8564Z,EXXON MOBIL,6.93,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8565Z,EXXON MOBIL,6.9,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8566Z,EXXON MOBIL,6.15,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8568Z,EXXON MOBIL,3.36,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8569Z,CLEGGS NURSERY,50,400-FOOT SAND OF BATON ROUGE AREA,Active
8573Z,MURPHY OIL,13.1,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8575Z,MURPHY OIL,13.05,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
8576Z,MURPHY OIL,12.4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7910Z,CRIFASI,27,[NO WELL MADE],Active
9505Z,P&S PETRO,0,[TO BE DETERMINED],Active
9506Z,P&SPETRO,0,[TO BE DETERMINED],Active
9508Z,VINCENT MIKE,0,[TO BE DETERMINED],Active
9509Z,HANSON RICHARD,0,[TO BE DETERMINED],Active
6171Z,"ENGLAND, JAMES",3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6174Z,"CAUSIN, HENRY",0,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
6175Z,"CAUSIN, HENRY",20,400-FOOT SAND OF BATON ROUGE AREA,Active
6180Z,"KELLY, DAWSON",42,400-FOOT SAND OF BATON ROUGE AREA,Active
6966Z,STAR ENTERPRISE,3,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
6967Z,STAR ENTERPRISE,3,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
6968Z,STAR ENTERPRISE,3,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
6970Z,"BOYD, TRENT",0,[NO WELL MADE],Active
6971Z,"COOK, GARY",0,[NO WELL MADE],Active
6972Z,"DEAN, E C",0,[NO WELL MADE],Active
1003,BATON ROUGE WW,0,1200-FOOT SAND OF BATON ROUGE AREA,Active
1004,BATON ROUGE WW,0,2400-FOOT SAND OF BATON ROUGE AREA,Active
1008,EMERY EQUIP,12,400-FOOT SAND OF BATON ROUGE AREA,Active
6029Z,SOUTHLAND CORP,6.82,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6030Z,SOUTHLAND CORP,6.12,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6031Z,SOUTHLAND CORP,4.32,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6187Z,CHEVRON,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
6188Z,CHEVRON,7,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
6189Z,CHEVRON,7.5,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
6190Z,CHEVRON,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
6751Z,LSU ENGINEERING,1.91,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5705Z,"VOINCHE, MIKE",14,SHALLOW SANDS OF BATON ROUGE AREA,Active
5706Z,"WILLIAMS, GREG",24,SHALLOW SANDS OF BATON ROUGE AREA,Active
638,BATON ROUGE WW,14.13,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
639,"KLEINPETER, L",0,400-FOOT SAND OF BATON ROUGE AREA,Destroyed
6681Z,SOUTHLAND CORP,18,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6682Z,SOUTHLAND CORP,16,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6683Z,SOUTHLAND CORP,16,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6684Z,EXXON CO USA,2.08,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6685Z,EXXON CO USA,1.39,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6686Z,EXXON CO USA,2.36,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6687Z,"CHAPMAN, JERRY",51,400-FOOT SAND OF BATON ROUGE AREA,Active
6698Z,EXXON CO USA,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6699Z,EXXON CO USA,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Excavated
5972Z,SOUTHLAND CORP,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
790,U S GEOL SURVEY,0,[NO WELL MADE],Plugged and Abandonded
791,U S GEOL SURVEY,0,[NO WELL MADE],Plugged and Abandonded
792A,U S GEOL SURVEY,51.02,1500-FOOT SAND OF BATON ROUGE AREA,Active
792B,U S GEOL SURVEY,136.18,2000-FOOT SAND OF BATON ROUGE AREA,Active
6659Z,"NUGENT, JAMES",0,[NO WELL MADE],Active
6660Z,"DANIEL, DAN",0,[NO WELL MADE],Active
6662Z,"DAY, J V",0,[NO WELL MADE],Active
6665Z,"DAY, M C",0,[NO WELL MADE],Active
6667Z,EXXON CO USA,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6669Z,EXXON CO USA,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6670Z,EXXON CO USA,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6671Z,EXXON CO USA,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6994Z,EXXON CO USA,3.52,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
6995Z,EXXON CO USA,7.93,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
6996Z,EXXON CO USA,6.4,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
961,BATON ROUGE WW,100,1500-FOOT SAND OF BATON ROUGE AREA,Active
962,EXXON CHEMICAL,279,2000-FOOT SAND OF BATON ROUGE AREA,Active
5709Z,SCHEXNADER,0,[NO WELL MADE],Active
5253Z,EXXON CHEMICAL,0.3,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5254Z,EXXON CHEMICAL,1.3,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5255Z,EXXON CHEMICAL,3.1,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5256Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5257Z,EXXON CO USA,6,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
5258Z,EXXON CO USA,10,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
5259Z,EXXON CO USA,7.8,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
1139,COCO MILLWORK,27,SHALLOW SANDS OF BATON ROUGE AREA,Active
879,PARISH WATER CO,22.91,600-FOOT SAND OF BATON ROUGE AREA,Active
881,DOLESE CONCRETE,0,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
882,U S GEOL SURVEY,100.49,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
883,U S GEOL SURVEY,0,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
5973Z,SOUTHLAND CORP,3.87,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
5974Z,SOUTHLAND CORP,1.45,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
5976Z,SOUTHLAND CORP,2.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
5977Z,SOUTHLAND CORP,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Destroyed
8054Z,WHITNEY BANK,13.23,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
8055Z,WHITNEY BANK,13.76,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7251Z,EXXON CO USA,21.5,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
6674Z,EXXON CO USA,12.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
653,BATON ROUGE WW,119,1200-FOOT SAND OF BATON ROUGE AREA,Active
654,BATON ROUGE WW,44.58,2400-FOOT SAND OF BATON ROUGE AREA,Active
657,BATON ROUGE WW,72.02,1500-FOOT SAND OF BATON ROUGE AREA,Active
658,BATON ROUGE WW,75.39,1500-FOOT SAND OF BATON ROUGE AREA,Active
660,UNITED CHURCH,8,SHALLOW SANDS OF BATON ROUGE AREA,Active
1077,CONSTRUCT MATER,15,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
1083,WAVES INC,21,SHALLOW SANDS OF BATON ROUGE AREA,Active
1084,WAVES INC,21,SHALLOW SANDS OF BATON ROUGE AREA,Active
1085,"MCCANN, WALTER",0,600-FOOT SAND OF BATON ROUGE AREA,Active
708,"RICE, J R",1.5,400-FOOT SAND OF BATON ROUGE AREA,Destroyed
709,"GRECO, C",43,600-FOOT SAND OF BATON ROUGE AREA,Destroyed
710,"VACCARO, M",5.63,400-FOOT SAND OF BATON ROUGE AREA,Destroyed
711,"TISDALE, B",17,400-FOOT SAND OF BATON ROUGE AREA,Active
712,THORNTON-BEESON,0,400-FOOT SAND OF BATON ROUGE AREA,Abandoned
713,"PALINE, P",0,400-FOOT SAND OF BATON ROUGE AREA,Destroyed
6797Z,EXXON CO USA,5.49,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
6798Z,EXXON CO USA,13.08,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
884,EXXON CO USA,299,2000-FOOT SAND OF BATON ROUGE AREA,Active
888,U S GEOL SURVEY,0,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
891,FLOYD ELECTRIC,63,400-FOOT SAND OF BATON ROUGE AREA,Abandoned
6595Z,TEXACO,7.22,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6414Z,SPEEDWAY SUPER,1.97,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6415Z,TEXACO,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6416Z,TEXACO,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6417Z,TEXACO,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6418Z,TEXACO,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6419Z,TEXACO,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6420Z,TEXACO,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6421Z,TEXACO,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7205Z,CHEVRON,9.52,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7280Z,EXXON CO USA,4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7189Z,MAPCO PETRO,4.85,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7190Z,MAPCO PETRO,4.21,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7191Z,STAR ENTERPRISE,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7192Z,STAR ENTERPRISE,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
7260Z,SOUTHLAND CORP,11.2,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7261Z,CRACKER BARREL,18,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7262Z,CRACKER BARREL,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7264Z,CRACKER BARREL,18,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
7265Z,"CLAYTON, HENRY",29,SHALLOW SANDS OF BATON ROUGE AREA,Active
795,LA CONCRETE,0,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
796,"WOODWARD, J",0,400-FOOT SAND OF BATON ROUGE AREA,Active
1210,FRENCHTOWN A WS,0,1000-FOOT SAND OF BATON ROUGE AREA,Active
1212,"HICKS, TED",20,SHALLOW SANDS OF BATON ROUGE AREA,Active
6799Z,EXXON CO USA,12.95,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
6008Z,SOUTHLAND CORP,3.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6009Z,SOUTHLAND CORP,3.5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
6010Z,SOUTHLAND CORP,5.4,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
